"gender","Dependents","tenure","PhoneService","MultipleLines","InternetService","StreamingTV","StreamingMovies","Contract","PaymentMethod","MonthlyCharges","TotalCharges","DailyCharges","Churn"
"Male","No",16,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",19.75,1415.425,3.95,NA
"Male","Yes",71,"Yes","Yes","DSL","Yes","Yes",NA,"Mailed check",91.25,1415.425,18.25,"No"
"Male","Yes",3,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",70.3,52,14.05,"No"
"Male","No",12,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70.3,70.3,14.06,"Yes"
"Male","No",1,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",69.8,69.8,13.96,"Yes"
"Female","No",12,"Yes","Yes","Fiber optic",NA,"No","Month-to-month",NA,74.65,1415.425,14.93,"Yes"
"Male","No",36,"Yes","Yes","Fiber optic","No","Yes","Two year","Credit card (automatic)",106.05,3834.4,21.21,"No"
"Female","No",9,"Yes",NA,"Fiber optic","No",NA,"Month-to-month","Electronic check",84.45,1415.425,16.89,"Yes"
"Male","No",5,"Yes","No","No","No internet service","No internet service","Two year","Mailed check",20.45,106.9,4.09,NA
"Male","No",56,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",25.15,1327.15,5.03,NA
"Female","Yes",48,"No","No phone service","DSL","Yes","No","Month-to-month","Electronic check",44.8,2104.55,8.96,"No"
"Male","No",24,"Yes","No","DSL","Yes",NA,"One year","Bank transfer (automatic)",70.3,1712.9,14.05,"No"
"Female","No",1,"Yes","Yes","Fiber optic","No","No","Month-to-month","Mailed check",74.45,74.45,14.89,"Yes"
"Male","No",1,"Yes",NA,"DSL","No","No","Month-to-month","Electronic check",45.2,45.2,9.04,"No"
"Female","No",24,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",70.3,470.2,14.05,"No"
"Male","No",2,"No","No phone service","DSL","No","No","Month-to-month",NA,29.85,75.6,5.97,"Yes"
"Female","Yes",12,"Yes","Yes","Fiber optic","No","Yes","Month-to-month",NA,88.75,5348.65,17.75,"No"
"Male","No",18,"Yes","No","Fiber optic","No","No","Month-to-month","Bank transfer (automatic)",75.9,1373.05,15.18,"No"
"Female","No",12,"Yes",NA,"No","No internet service","No internet service","Month-to-month","Mailed check",19.05,461.3,3.81,"No"
"Female","Yes",47,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",21.3,1041.8,4.26,"No"
"Male","No",12,"Yes","Yes",NA,"No","Yes","Month-to-month","Bank transfer (automatic)",85.65,659.45,17.13,"No"
"Male","No",71,"No","No phone service","DSL","Yes","Yes","Month-to-month",NA,52.3,3765.05,10.46,"No"
"Female","No",44,"Yes","No","DSL","No",NA,"One year","Bank transfer (automatic)",54.95,1916,10.99,"No"
"Female","No",3,"Yes",NA,"Fiber optic","No","Yes",NA,"Electronic check",84.3,235.05,16.86,"No"
"Male","No",46,"Yes","No","No","No internet service","No internet service","Two year","Electronic check",19.95,907.05,3.99,"No"
"Male","No",23,"Yes","Yes","Fiber optic","Yes","No",NA,NA,90.6,1943.2,18.12,"Yes"
"Female","No",7,"Yes","Yes","Fiber optic","No","No","Month-to-month","Mailed check",79.65,604.7,15.93,"Yes"
"Female","No",70,"No","No phone service","DSL","Yes","Yes","Two year",NA,57.8,1415.425,11.56,"No"
"Male","Yes",31,"No","No phone service","DSL","Yes","Yes","One year",NA,50.05,1415.425,10.01,"No"
"Male","No",66,"Yes","Yes","DSL","Yes","Yes","Two year",NA,91.7,6075.9,18.34,"No"
"Male","No",56,NA,"No","DSL","No","No","One year","Mailed check",52.7,3019.7,10.54,"No"
"Female","No",36,"No","No phone service","DSL","No",NA,"Two year","Bank transfer (automatic)",31.05,1126.35,6.21,"No"
"Male","Yes",39,"Yes","Yes","No","No internet service","No internet service","Two year","Mailed check",23.8,903.8,4.76,"No"
"Male","No",64,"Yes",NA,"Fiber optic","Yes",NA,"Two year","Credit card (automatic)",115.05,8405,23.01,"No"
"Male","No",2,"Yes","Yes","DSL","No","Yes","Month-to-month",NA,62.05,118.3,12.41,"Yes"
"Female","No",1,"Yes","No","DSL","No","No","Month-to-month","Mailed check",43.95,43.95,8.79,"Yes"
"Female","No",68,"No","No phone service","DSL","No","No","Two year","Electronic check",70.3,2965.75,14.05,"No"
"Female","Yes",42,"Yes","Yes","Fiber optic","No","No",NA,"Credit card (automatic)",85.9,3729.75,17.18,NA
"Female","No",67,"Yes","No","DSL","No","Yes","One year","Bank transfer (automatic)",72.35,4991.5,14.47,"No"
"Female","No",57,"Yes","Yes",NA,"Yes","Yes","Month-to-month","Electronic check",99.65,5497.05,19.93,"No"
"Male","Yes",12,NA,"No","No","No internet service","No internet service","Month-to-month","Mailed check",20.5,77.6,4.1,"No"
"Male","Yes",53,NA,"No",NA,"Yes","No","Month-to-month",NA,65,3363.8,13,"No"
"Female","No",25,"Yes","Yes","No","No internet service","No internet service","One year","Mailed check",26.8,733.55,5.36,"No"
"Male","No",9,"Yes","No","No","No internet service","No internet service","One year",NA,19.85,1415.425,3.97,NA
"Male","No",29,"Yes","No",NA,"Yes","No",NA,"Electronic check",65.4,2774.55,13.08,"No"
"Male","No",12,"Yes","No","Fiber optic","No","No","Month-to-month","Electronic check",70.3,1415.425,14.05,"No"
"Female","No",29,"Yes","No","No","No internet service","No internet service",NA,"Bank transfer (automatic)",20.3,246.3,4.06,"No"
"Male","No",4,"Yes",NA,"No","No internet service","No internet service","Month-to-month",NA,19.65,67.55,3.93,"No"
"Male","No",17,"No","No phone service","DSL","No","No","Month-to-month","Mailed check",25.65,440.2,5.13,"No"
"Male","No",1,"Yes","No","Fiber optic",NA,"No","Month-to-month","Bank transfer (automatic)",70.3,1415.425,14.05,"Yes"
"Female","No",51,"Yes","No","Fiber optic","Yes","Yes","One year",NA,87.55,1415.425,17.51,"No"
"Male","No",17,"No","No phone service","DSL","Yes",NA,"One year","Electronic check",54.6,934.8,10.92,"No"
"Female","Yes",45,"Yes","Yes","No","No internet service","No internet service",NA,"Credit card (automatic)",25.9,1216.6,5.18,"No"
"Female","Yes",61,"No","No phone service","DSL","Yes","Yes","Two year","Bank transfer (automatic)",61.45,3751.15,12.29,"No"
"Female","No",64,NA,NA,"No","No internet service","No internet service","Two year","Bank transfer (automatic)",20.05,1263.05,4.01,"No"
"Female","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","One year","Credit card (automatic)",103.2,7362.9,20.64,"No"
"Female","No",12,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Credit card (automatic)",94.45,1415.425,18.89,"No"
"Female","Yes",59,"Yes","Yes",NA,"Yes","No",NA,NA,76.45,4519.5,15.29,"No"
"Female","No",18,"Yes","Yes",NA,"Yes","Yes","Month-to-month","Bank transfer (automatic)",99.75,1836.25,19.95,"Yes"
"Male","No",65,"Yes","Yes","Fiber optic","Yes","No","Two year","Credit card (automatic)",70.3,5968.4,14.05,"No"
"Male","No",34,NA,"No","Fiber optic","Yes","Yes","Month-to-month","Electronic check",105.1,3634.8,21.02,"No"
"Female","Yes",22,"Yes","Yes","Fiber optic","Yes","No",NA,"Bank transfer (automatic)",85.35,1961.6,17.07,"No"
"Female","No",52,"Yes","No",NA,"No","Yes","Month-to-month",NA,70.3,4338.6,14.05,"Yes"
"Female","No",3,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",79.4,205.05,15.88,NA
"Female","No",44,"Yes","No","No","No internet service","No internet service","One year",NA,19.2,161.95,3.84,"No"
"Male","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Electronic check",19.95,19.95,3.99,"Yes"
"Male","No",42,"Yes","Yes","Fiber optic","No","Yes","Month-to-month",NA,99.45,4138.05,19.89,NA
"Female","No",46,"Yes","No","DSL","No","No","Month-to-month","Bank transfer (automatic)",44.95,1415.425,8.99,"No"
"Male","No",60,"Yes","No","Fiber optic","Yes","Yes","One year","Electronic check",97.95,5867,19.59,NA
"Male","No",67,"Yes","Yes",NA,"No","No","Two year","Bank transfer (automatic)",64.55,4250.1,12.91,"No"
"Male","No",51,"Yes","No","No","No internet service","No internet service","One year","Electronic check",19.1,1007.8,3.82,"No"
"Female","No",31,"Yes",NA,"Fiber optic","No","Yes","Month-to-month","Electronic check",70.3,2633.4,14.05,"No"
"Female","Yes",6,"Yes","Yes","Fiber optic","No","No","Month-to-month","Electronic check",80.5,502.85,16.1,"Yes"
"Male","No",62,"Yes","Yes","Fiber optic",NA,"Yes","Month-to-month","Bank transfer (automatic)",89.8,5629.55,17.96,NA
"Female","No",4,"Yes","Yes","Fiber optic","No","Yes","Month-to-month",NA,84.6,360.1,16.92,"Yes"
"Male","No",6,"No","No phone service","DSL",NA,"No",NA,"Credit card (automatic)",30.5,208.7,6.1,"Yes"
"Female","No",1,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",20.9,1415.425,4.18,"Yes"
"Male","No",19,"Yes","Yes",NA,"No","Yes","Month-to-month","Bank transfer (automatic)",86,1415.425,17.2,"Yes"
"Male","Yes",71,"Yes","Yes","DSL","Yes","Yes","Two year","Credit card (automatic)",90.55,1415.425,18.11,NA
"Female","No",44,"Yes","No","DSL","Yes","No","One year","Mailed check",74.3,1415.425,14.86,"Yes"
"Female","No",32,"Yes","Yes",NA,"Yes","No","Month-to-month","Credit card (automatic)",85.95,2628.6,17.19,"Yes"
"Female","Yes",64,NA,NA,"Fiber optic","Yes","Yes","Two year","Credit card (automatic)",70.3,8250,14.05,"No"
"Male","Yes",6,"Yes","No","DSL",NA,"No","Month-to-month","Mailed check",55.3,324.25,11.06,"Yes"
"Male","Yes",9,NA,"No","Fiber optic","Yes","Yes","Month-to-month","Electronic check",101.5,1415.425,20.3,"No"
"Male","No",12,"Yes",NA,"No","No internet service","No internet service","Month-to-month","Electronic check",20,185.4,4,"No"
"Female","No",27,"Yes","No","Fiber optic","Yes","Yes","Month-to-month","Electronic check",101.25,2754.45,20.25,"Yes"
"Female","Yes",71,"Yes","Yes","Fiber optic","Yes",NA,NA,NA,100.5,7030.65,20.1,"No"
"Male","Yes",68,"No","No phone service","DSL","Yes",NA,"One year","Mailed check",44.8,2983.65,8.96,"No"
"Male","No",61,"Yes","Yes","Fiber optic","Yes","Yes","One year",NA,107.75,6521.9,21.55,NA
"Female","No",4,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",20.05,83.3,4.01,"No"
"Male","Yes",60,"Yes","Yes","Fiber optic","No","Yes",NA,"Electronic check",93.25,5774.55,18.65,"No"
"Male","Yes",1,"Yes","No","No","No internet service","No internet service","Month-to-month","Bank transfer (automatic)",19.95,19.95,3.99,"Yes"
"Female","Yes",59,"Yes","Yes","Fiber optic",NA,"Yes","One year","Electronic check",106.15,6256.2,21.23,NA
"Female","No",41,"Yes","Yes","DSL","No","Yes","One year","Electronic check",68.6,2877.05,13.72,"No"
"Male","Yes",63,"Yes","Yes","No","No internet service","No internet service","Two year","Mailed check",25.25,1573.05,5.05,"No"
"Male","No",12,NA,"No","No","No internet service","No internet service","Month-to-month","Mailed check",70.3,73.45,14.05,"No"
"Male","Yes",46,"Yes","No","No","No internet service","No internet service","Two year","Credit card (automatic)",19.95,862.4,3.99,"No"
"Male","No",2,"Yes","No","DSL","No","No","Month-to-month","Mailed check",49.95,107.1,9.99,"No"
"Female","No",9,"No","No phone service","DSL","No","No","Month-to-month","Electronic check",70.3,248.95,14.05,"Yes"
"Male","No",32,"Yes","No","DSL","No","No","Month-to-month","Bank transfer (automatic)",54.65,1830.1,10.93,"No"
"Male","No",4,NA,"No","Fiber optic","No","No",NA,"Bank transfer (automatic)",74.8,321.9,14.96,"Yes"
"Female","Yes",17,"Yes","Yes","DSL","No","No","One year","Mailed check",61.95,1070.7,12.39,"No"
"Male","No",61,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month",NA,106.2,6375.2,21.24,"No"
"Female","No",19,"Yes","No",NA,"Yes","Yes","Month-to-month","Electronic check",96.8,1743.05,19.36,"No"
"Female","No",13,"Yes","Yes","Fiber optic",NA,"No","Month-to-month","Electronic check",89.4,1132.35,17.88,"Yes"
"Male","No",71,"Yes","Yes","No","No internet service","No internet service","Two year",NA,25.55,1898.1,5.11,"No"
"Female","Yes",14,"Yes","No","DSL","No","Yes","Two year","Bank transfer (automatic)",61.4,815.55,12.28,"No"
"Male","No",32,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Electronic check",85,2642.05,17,"Yes"
"Male","No",43,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",103,4414.3,20.6,"Yes"
"Female","No",10,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",98.5,1058.25,19.7,"Yes"
"Female","Yes",72,"Yes","Yes","Fiber optic","Yes",NA,NA,"Bank transfer (automatic)",115.8,8476.5,23.16,"No"
"Male","Yes",71,"Yes","Yes","Fiber optic",NA,"No","Two year","Electronic check",84.8,1415.425,16.96,"No"
"Female","No",16,"Yes","Yes","Fiber optic","No","Yes","Month-to-month","Electronic check",88.45,1422.1,17.69,"Yes"
"Female","No",38,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Electronic check",70.3,3734.25,14.05,"Yes"
"Female","No",17,"Yes","Yes","Fiber optic","No","No","Month-to-month","Credit card (automatic)",82.65,1470.05,16.53,"No"
"Male","No",66,"Yes","No","No","No internet service","No internet service","Two year","Bank transfer (automatic)",19.35,1240.8,3.87,"No"
"Female","Yes",18,"Yes",NA,"DSL","No","No","One year","Mailed check",70.3,1087.45,14.05,"No"
"Female","No",19,"No","No phone service","DSL",NA,"Yes","One year","Credit card (automatic)",44.85,893.55,8.97,"Yes"
"Female","No",53,"Yes","Yes","Fiber optic","No","Yes","One year","Electronic check",91.15,4862.5,18.23,"No"
"Male","No",59,"Yes","Yes","DSL","No","Yes",NA,"Mailed check",69.1,4096.9,13.82,"No"
"Male","No",19,"Yes","No","DSL","Yes",NA,"Month-to-month","Bank transfer (automatic)",70.3,1286.05,14.05,"No"
"Female","Yes",22,"No","No phone service","DSL","Yes","Yes","One year","Credit card (automatic)",49.45,1031.4,9.89,"No"
"Male","No",44,NA,"No","No","No internet service","No internet service","One year","Bank transfer (automatic)",19.8,849.9,3.96,"No"
"Male","Yes",29,"Yes","No","No","No internet service","No internet service",NA,"Bank transfer (automatic)",20,860.85,4,"No"
"Male","No",64,"Yes","No","DSL","No","No","Two year","Electronic check",58.6,3068.6,11.72,"No"
"Female","No",1,"Yes","No","No","No internet service","No internet service","Month-to-month",NA,70.3,20.2,14.05,"Yes"
"Female","Yes",6,"Yes","No","No","No internet service","No internet service","Month-to-month","Mailed check",19.85,119.3,3.97,"No"
"Female","No",46,"Yes","Yes",NA,"Yes","Yes","One year","Electronic check",101.1,4674.4,20.22,"No"
"Male","Yes",12,"Yes","Yes","Fiber optic","No",NA,"Month-to-month","Electronic check",79.5,2180.55,15.9,"Yes"
"Male","Yes",72,"Yes","Yes","DSL","Yes",NA,"Two year","Credit card (automatic)",84.3,5997.1,16.86,"No"
"Female","Yes",72,"Yes","Yes","DSL","No","No","Two year",NA,66.85,4758.8,13.37,"No"
"Female","No",12,"Yes","No","DSL","No","Yes","Month-to-month","Electronic check",55,1415.425,11,"No"
"Male","No",46,"Yes",NA,"DSL","No","No","Two year","Mailed check",65.65,3047.15,13.13,NA
"Male","No",49,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month","Electronic check",98.7,4920.55,19.74,"No"
"Male","Yes",50,"Yes","Yes","DSL","Yes","No","One year","Electronic check",70.3,3442.15,14.05,"No"
"Female","Yes",70,"Yes","No","DSL","Yes","Yes",NA,"Bank transfer (automatic)",80.4,5717.85,16.08,NA
"Female","No",35,"Yes",NA,"No","No internet service","No internet service","Two year","Credit card (automatic)",19.7,730.4,3.94,"No"
"Male","No",51,"Yes","Yes","Fiber optic","No",NA,NA,"Bank transfer (automatic)",83.4,4149.45,16.68,"No"
"Female","No",31,"Yes","Yes","Fiber optic","No","No",NA,"Electronic check",73.9,2217.15,14.78,"Yes"
"Female","No",38,"Yes","Yes","Fiber optic","Yes","No","Month-to-month",NA,70.3,3479.05,14.05,"No"
"Female","No",16,"Yes","No","DSL","No","No","Month-to-month","Electronic check",50.15,762.25,10.03,NA
"Male","No",12,NA,NA,"Fiber optic","No","Yes",NA,"Bank transfer (automatic)",70.3,1043.4,14.05,"No"
"Female","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Bank transfer (automatic)",98.05,3990.6,19.61,"No"
"Female","No",2,"No","No phone service","DSL","No","Yes","Month-to-month","Electronic check",34.7,62.25,6.94,"Yes"
"Female","No",38,"Yes","No","DSL","No","No","Month-to-month","Credit card (automatic)",57.15,2250.65,11.43,"Yes"
"Female","Yes",34,"Yes",NA,"Fiber optic","Yes","Yes","Month-to-month","Mailed check",109.8,3587.25,21.96,"Yes"
"Male","Yes",53,"Yes","No","Fiber optic","Yes","No","Month-to-month","Electronic check",92.55,4779.45,18.51,"No"
"Female","Yes",40,"Yes","Yes","Fiber optic","Yes","No","Month-to-month","Credit card (automatic)",96.35,3915.4,19.27,NA
"Female","No",20,NA,"No","No","No internet service","No internet service","One year","Credit card (automatic)",70.3,433.75,14.05,"No"
"Male","No",16,"Yes","No","Fiber optic","No",NA,"Month-to-month","Electronic check",91.55,1540.05,18.31,"No"
"Male","No",34,"Yes","Yes",NA,"Yes","Yes","One year","Credit card (automatic)",70.3,3899.05,14.05,"No"
"Male","Yes",18,"Yes","Yes","No","No internet service","No internet service","Two year","Credit card (automatic)",24.65,471.35,4.93,"No"
"Female","No",34,"Yes","Yes","Fiber optic","Yes",NA,"Month-to-month",NA,96.35,3190.25,19.27,"No"
"Male","No",65,"Yes","Yes","Fiber optic",NA,"No","Month-to-month","Bank transfer (automatic)",91.85,5940.85,18.37,"Yes"
"Female","No",1,"Yes","No","DSL","No","No","Month-to-month",NA,48.45,1415.425,9.69,NA
"Female","Yes",28,"Yes","Yes","DSL",NA,"No","Month-to-month","Mailed check",49.9,1410.25,9.98,"No"
"Male","No",55,"Yes","Yes","Fiber optic","Yes","Yes","Month-to-month","Credit card (automatic)",103.65,5676.65,20.73,"No"
"Male","No",71,"Yes","Yes","No","No internet service","No internet service","Two year","Electronic check",24.5,1816.2,4.9,"No"
"Male","No",71,"Yes",NA,"Fiber optic","Yes","No","Two year","Electronic check",99,6994.6,19.8,"No"
"Male","Yes",12,"Yes",NA,"DSL","No","No","Month-to-month","Electronic check",55.3,2654.05,11.06,"No"
"Female","Yes",12,"Yes","No","DSL","No","No","Month-to-month","Bank transfer (automatic)",61.4,1864.65,12.28,"No"
"Male","No",68,"Yes","Yes","No","No internet service","No internet service","Two year","Mailed check",24.55,1657.4,4.91,NA
"Female","Yes",62,"Yes",NA,"DSL","Yes","Yes","Two year",NA,70.3,1415.425,14.05,NA
"Male","No",33,"Yes","No","No","No internet service","No internet service",NA,"Mailed check",20.35,689.75,4.07,NA
"Female","Yes",44,"Yes","No","DSL","No","No","One year","Credit card (automatic)",54.4,957.1,10.88,NA
"Female","No",51,"Yes","No","No","No internet service","No internet service","One year","Bank transfer (automatic)",19.85,996.95,2,"No"
"Male","No",12,"Yes","Yes","Fiber optic",NA,"No",NA,"Credit card (automatic)",73.3,828.05,14.66,"No"
"Male","Yes",7,"No","No phone service","DSL","Yes","Yes","Month-to-month","Mailed check",58.85,465.7,11.77,"No"
"Male","Yes",12,"Yes","Yes","DSL","No","No","Month-to-month","Mailed check",55.7,259.4,11.14,"No"
"Male","No",55,"Yes","Yes","Fiber optic","Yes","Yes",NA,"Electronic check",70.3,5743.05,14.05,"Yes"
